"","x"
"1",3
"2",5
"3",8
"4",3
"5",3
"6",6
"7",3
"8",3
"9",3
"10",3
"11",1
"12",3
"13",3
"14",1
"15",3
"16",6
"17",6
"18",3
"19",6
"20",8
"21",6
"22",3
"23",3
"24",6
"25",3
"26",5
"27",6
"28",3
"29",6
"30",3
"31",6
"32",1
"33",1
"34",6
"35",3
"36",6
"37",1
"38",6
"39",3
"40",3
"41",3
"42",6
"43",3
"44",6
"45",6
"46",1
"47",1
"48",8
"49",3
"50",6
"51",1
"52",3
"53",7
"54",1
"55",8
"56",8
"57",6
"58",8
"59",1
"60",6
"61",1
"62",1
"63",3
"64",6
"65",8
"66",1
"67",8
"68",1
"69",3
"70",3
"71",6
"72",5
"73",1
"74",3
"75",1
"76",3
"77",3
"78",6
"79",6
"80",6
"81",8
"82",1
"83",5
"84",1
"85",1
"86",1
"87",6
"88",8
"89",1
"90",3
"91",3
"92",1
"93",1
"94",3
"95",3
"96",3
"97",1
"98",1
"99",1
"100",3
"101",8
"102",3
"103",1
"104",5
"105",3
"106",6
"107",3
"108",8
"109",3
"110",5
"111",6
"112",8
"113",6
"114",6
"115",3
"116",1
"117",1
"118",3
"119",1
"120",1
"121",3
"122",8
"123",1
"124",6
"125",3
"126",6
"127",3
"128",3
"129",8
"130",3
"131",3
"132",3
"133",1
"134",3
"135",6
"136",8
"137",3
"138",6
"139",1
"140",3
"141",7
"142",3
"143",6
"144",6
"145",3
"146",1
"147",6
"148",1
"149",1
"150",6
"151",6
"152",1
"153",6
"154",6
"155",8
"156",1
"157",1
"158",1
"159",3
"160",3
"161",6
"162",1
"163",6
"164",5
"165",1
"166",8
"167",3
"168",3
"169",3
"170",1
"171",3
"172",3
"173",8
"174",6
"175",5
"176",1
"177",6
"178",1
"179",8
"180",6
"181",1
"182",3
"183",6
"184",1
"185",3
"186",3
"187",6
"188",6
"189",3
"190",8
"191",6
"192",8
"193",6
"194",3
"195",6
"196",6
"197",1
"198",3
"199",1
"200",8
"201",8
"202",6
"203",1
"204",6
"205",3
"206",3
"207",3
"208",6
"209",6
"210",1
"211",7
"212",1
"213",3
"214",6
"215",1
"216",3
"217",1
"218",3
"219",3
"220",3
"221",3
"222",3
"223",3
"224",1
"225",1
"226",1
"227",6
"228",6
"229",1
"230",3
"231",6
"232",1
"233",3
"234",8
"235",3
"236",3
"237",6
"238",3
"239",3
"240",3
"241",8
"242",5
"243",8
"244",3
"245",1
"246",1
"247",3
"248",1
"249",1
"250",6
"251",3
"252",6
"253",6
"254",8
"255",3
"256",5
"257",1
"258",3
"259",1
"260",6
"261",8
"262",6
"263",7
"264",1
"265",3
"266",3
"267",3
"268",8
"269",1
"270",3
"271",3
"272",1
"273",6
"274",3
"275",1
"276",6
"277",1
"278",3
"279",3
"280",1
"281",5
"282",6
"283",1
"284",3
"285",3
"286",3
"287",6
"288",1
"289",3
"290",3
"291",3
"292",1
"293",3
"294",3
"295",3
"296",8
"297",3
"298",5
"299",6
"300",3
"301",1
"302",3
"303",1
"304",3
"305",3
"306",7
"307",1
"308",1
"309",3
"310",6
"311",3
"312",8
"313",6
"314",3
"315",3
"316",6
"317",3
"318",3
"319",3
"320",6
"321",5
"322",1
"323",1
"324",3
"325",8
"326",1
"327",3
"328",1
"329",6
"330",6
"331",7
"332",6
"333",3
"334",6
"335",8
"336",3
"337",1
"338",3
"339",3
"340",1
"341",5
"342",3
"343",3
"344",1
"345",3
"346",8
"347",3
"348",6
"349",1
"350",1
"351",1
"352",3
"353",6
"354",1
"355",6
"356",5
"357",6
"358",7
"359",3
"360",3
"361",6
"362",1
"363",6
"364",7
"365",1
"366",5
"367",1
"368",8
"369",3
"370",6
"371",3
"372",3
"373",6
"374",6
"375",5
"376",6
"377",3
"378",1
"379",1
"380",8
"381",1
"382",1
"383",3
"384",3
"385",1
"386",1
"387",3
"388",8
"389",6
"390",6
"391",1
"392",1
"393",3
"394",3
"395",3
"396",3
"397",1
"398",3
"399",5
"400",3
"401",3
"402",6
"403",1
"404",6
"405",3
"406",3
"407",3
"408",6
"409",1
"410",1
"411",1
"412",8
"413",1
"414",6
"415",3
"416",3
"417",6
"418",1
"419",3
"420",3
"421",1
"422",1
"423",6
"424",1
"425",6
"426",8
"427",1
"428",3
"429",5
"430",3
"431",6
"432",1
"433",6
"434",1
"435",3
"436",6
"437",1
"438",3
"439",1
"440",3
"441",6
"442",3
"443",3
"444",6
"445",6
"446",7
"447",6
"448",3
"449",3
"450",3
"451",1
"452",8
"453",6
"454",3
"455",7
"456",6
"457",6
"458",8
"459",6
"460",6
"461",6
"462",3
"463",6
"464",3
"465",3
"466",3
"467",3
"468",1
"469",1
"470",7
"471",8
"472",8
"473",7
"474",1
"475",1
"476",8
"477",1
"478",6
"479",6
"480",3
"481",6
"482",5
"483",3
"484",6
"485",3
"486",3
"487",8
"488",6
"489",6
"490",8
"491",6
"492",4
"493",1
"494",6
"495",1
"496",1
"497",3
"498",3
"499",1
"500",6
"501",6
"502",6
"503",8
"504",3
"505",6
"506",6
"507",6
"508",3
"509",6
"510",5
"511",6
