"","x"
"1",6
"2",8
"3",6
"4",1
"5",8
"6",10
"7",8
"8",1
"9",1
"10",10
"11",8
"12",8
"13",10
"14",6
"15",10
"16",10
"17",6
"18",6
"19",6
"20",6
"21",8
"22",1
"23",8
"24",9
"25",7
"26",1
"27",10
"28",10
"29",6
"30",8
"31",10
"32",5
"33",6
"34",1
"35",5
"36",6
"37",10
"38",1
"39",8
"40",1
"41",9
"42",6
"43",10
"44",6
"45",8
"46",1
"47",6
"48",9
"49",6
"50",10
"51",2
"52",10
"53",6
"54",5
"55",9
"56",5
"57",5
"58",2
"59",1
"60",10
"61",5
"62",10
"63",6
"64",6
"65",10
"66",9
"67",9
"68",2
"69",1
"70",6
"71",6
"72",2
"73",5
"74",5
"75",5
"76",1
"77",10
"78",8
"79",6
"80",6
"81",10
"82",5
"83",10
"84",1
"85",9
"86",10
"87",6
"88",6
"89",8
"90",10
"91",6
"92",5
"93",10
"94",2
"95",1
"96",8
"97",9
"98",10
"99",5
"100",8
"101",1
"102",2
"103",1
"104",8
"105",6
"106",5
"107",8
"108",6
"109",1
"110",6
"111",10
"112",1
"113",1
"114",10
"115",8
"116",9
"117",9
"118",6
"119",1
"120",10
"121",10
"122",6
"123",1
"124",2
"125",1
"126",10
"127",7
"128",10
"129",9
"130",4
"131",10
"132",6
"133",6
"134",10
"135",5
"136",1
"137",10
"138",10
"139",1
"140",7
"141",9
"142",1
"143",9
"144",10
"145",9
"146",10
"147",1
"148",2
"149",1
"150",9
"151",10
"152",5
"153",9
"154",6
"155",10
"156",8
"157",9
"158",1
"159",10
"160",6
"161",10
"162",10
"163",1
"164",9
"165",1
"166",1
"167",8
"168",10
"169",1
"170",10
"171",10
"172",2
"173",9
"174",6
"175",7
"176",1
"177",5
"178",1
"179",2
"180",10
"181",10
"182",5
"183",1
"184",10
"185",10
"186",10
"187",10
"188",6
"189",9
"190",5
"191",1
"192",10
"193",5
"194",5
"195",8
"196",6
"197",1
"198",6
"199",10
"200",1
"201",8
"202",10
"203",5
"204",6
"205",8
"206",10
"207",5
"208",9
"209",8
"210",10
"211",6
"212",5
"213",10
"214",7
"215",10
"216",2
"217",9
"218",1
"219",5
"220",8
"221",5
"222",5
"223",2
"224",10
"225",10
"226",10
"227",10
"228",10
"229",5
"230",6
"231",8
"232",10
"233",2
"234",5
"235",9
"236",10
"237",1
"238",8
"239",6
"240",1
"241",9
"242",2
"243",6
"244",8
"245",9
"246",6
"247",5
"248",1
"249",10
"250",6
"251",1
"252",10
"253",6
"254",8
"255",10
"256",10
"257",3
"258",6
"259",1
"260",5
"261",6
"262",1
"263",8
"264",10
"265",6
"266",8
"267",5
"268",8
"269",1
"270",6
"271",9
"272",5
"273",9
"274",1
"275",9
"276",5
"277",2
"278",1
"279",5
"280",1
"281",8
"282",6
"283",10
"284",6
"285",6
"286",9
"287",6
"288",8
"289",10
"290",9
"291",10
"292",10
"293",6
"294",1
"295",6
"296",1
"297",8
"298",10
"299",9
"300",10
"301",5
"302",10
"303",5
"304",6
"305",8
"306",1
"307",2
"308",6
"309",2
"310",6
"311",10
"312",10
"313",10
"314",6
"315",9
"316",10
"317",1
"318",1
"319",10
"320",10
"321",10
"322",2
"323",1
"324",5
"325",1
"326",9
"327",8
"328",2
"329",8
"330",8
"331",1
"332",10
"333",5
"334",6
"335",6
"336",2
"337",10
"338",1
"339",1
"340",6
"341",1
"342",8
"343",2
"344",6
"345",8
"346",1
"347",8
"348",10
"349",1
"350",5
"351",1
"352",8
"353",6
"354",10
"355",10
"356",5
"357",10
"358",5
"359",6
"360",2
"361",10
"362",2
"363",1
"364",5
"365",10
"366",10
"367",10
"368",5
"369",5
"370",8
"371",6
"372",1
"373",1
"374",5
"375",10
"376",6
"377",6
"378",5
"379",10
"380",8
"381",10
"382",2
"383",6
"384",1
"385",6
"386",7
"387",6
"388",1
"389",10
"390",8
"391",9
"392",6
"393",1
"394",2
"395",9
"396",6
"397",1
"398",5
"399",1
"400",1
"401",10
"402",5
"403",6
"404",10
"405",9
"406",9
"407",5
"408",10
"409",10
"410",7
"411",10
"412",1
"413",1
"414",10
"415",10
"416",1
"417",1
"418",7
"419",1
"420",6
"421",1
"422",8
"423",4
"424",6
"425",6
"426",6
"427",2
"428",1
"429",5
"430",6
"431",2
"432",8
"433",10
"434",1
"435",7
"436",1
"437",10
"438",1
"439",8
"440",1
"441",1
"442",5
"443",5
"444",8
"445",8
"446",2
"447",10
"448",1
"449",1
"450",1
"451",2
"452",6
"453",1
"454",8
"455",6
"456",5
"457",9
"458",5
"459",6
"460",1
"461",10
"462",10
"463",6
"464",1
"465",10
"466",10
"467",10
"468",1
"469",7
"470",8
"471",5
"472",5
"473",5
"474",6
"475",8
"476",5
"477",6
"478",10
"479",10
"480",1
"481",10
"482",10
"483",10
"484",10
"485",6
"486",9
"487",1
"488",6
"489",8
"490",1
"491",1
"492",8
"493",2
"494",6
"495",10
"496",9
"497",1
"498",10
"499",1
"500",5
"501",6
"502",10
"503",1
"504",8
"505",7
"506",8
"507",6
"508",1
"509",5
"510",6
"511",9
"512",5
"513",6
"514",3
"515",5
"516",10
"517",1
"518",6
"519",10
"520",6
"521",6
"522",6
"523",1
"524",9
"525",2
"526",10
"527",1
"528",1
"529",5
"530",10
"531",6
"532",10
"533",1
"534",10
"535",10
"536",6
"537",1
"538",5
"539",1
"540",2
"541",6
"542",1
"543",10
"544",8
"545",6
"546",9
"547",6
"548",9
"549",10
"550",1
"551",5
"552",5
"553",2
"554",1
"555",4
"556",1
"557",10
"558",2
"559",1
"560",6
"561",10
"562",1
"563",8
"564",9
"565",6
"566",1
"567",8
"568",1
"569",1
"570",8
"571",9
"572",1
"573",9
"574",10
"575",6
"576",5
"577",8
"578",2
"579",9
"580",6
"581",8
"582",8
"583",10
"584",6
"585",9
"586",2
"587",5
"588",10
"589",10
"590",3
"591",1
"592",6
"593",10
"594",9
"595",1
"596",6
"597",5
"598",9
"599",9
"600",5
"601",1
"602",9
"603",6
"604",8
"605",6
"606",1
"607",9
"608",1
"609",8
"610",8
"611",1
"612",8
"613",5
"614",10
"615",8
"616",6
"617",1
"618",1
"619",10
"620",10
"621",1
"622",5
"623",9
"624",8
"625",9
"626",1
"627",1
"628",5
"629",6
"630",9
"631",1
"632",6
"633",8
"634",6
"635",10
"636",10
"637",1
"638",1
"639",1
"640",1
"641",8
"642",8
"643",8
"644",10
"645",1
"646",5
"647",6
"648",1
"649",1
"650",6
"651",9
"652",6
"653",5
"654",9
"655",1
"656",10
"657",6
"658",10
"659",6
"660",8
"661",1
"662",6
"663",10
"664",2
"665",8
"666",6
"667",5
"668",6
"669",1
"670",1
"671",8
"672",10
"673",5
"674",6
"675",2
"676",3
"677",8
"678",6
"679",10
"680",2
"681",2
"682",1
"683",1
"684",6
"685",6
"686",6
"687",6
"688",10
"689",6
"690",6
"691",5
"692",2
"693",10
"694",6
"695",1
"696",6
"697",10
"698",10
"699",10
"700",6
"701",2
"702",8
"703",9
"704",6
"705",5
"706",6
"707",6
"708",6
"709",1
"710",1
"711",1
"712",1
"713",9
"714",10
"715",5
"716",6
"717",9
"718",2
"719",6
"720",6
"721",3
"722",1
"723",1
"724",1
"725",8
"726",9
"727",1
"728",10
"729",10
"730",10
"731",9
"732",2
"733",5
"734",6
"735",6
"736",6
"737",8
"738",2
"739",8
"740",9
"741",8
"742",5
"743",1
"744",10
"745",6
"746",5
"747",9
"748",9
"749",8
"750",10
"751",5
"752",9
"753",8
"754",1
"755",9
"756",1
"757",6
"758",9
"759",10
"760",1
"761",7
"762",1
"763",8
"764",9
"765",1
"766",10
"767",10
"768",8
"769",1
"770",10
"771",1
"772",10
"773",10
"774",1
"775",6
"776",1
"777",6
"778",1
"779",9
"780",10
"781",2
"782",10
"783",7
"784",5
"785",6
"786",2
"787",5
"788",8
"789",1
"790",6
"791",6
"792",8
"793",1
"794",9
"795",6
"796",8
"797",2
"798",1
"799",5
"800",5
"801",10
"802",1
"803",10
"804",6
"805",6
"806",1
"807",6
"808",6
"809",8
"810",1
"811",7
"812",7
"813",8
"814",10
"815",6
"816",10
"817",1
"818",8
"819",1
"820",1
"821",6
"822",5
"823",6
"824",9
"825",1
"826",1
"827",10
"828",10
"829",8
"830",8
"831",10
"832",1
"833",5
"834",6
"835",10
"836",5
"837",10
"838",10
"839",8
"840",6
"841",10
"842",10
"843",1
"844",6
"845",3
"846",8
"847",6
"848",8
"849",5
"850",8
"851",10
"852",6
"853",5
"854",9
"855",6
"856",1
"857",10
"858",9
"859",6
"860",1
"861",6
"862",5
"863",10
"864",1
"865",1
"866",10
"867",8
"868",5
"869",1
"870",8
"871",5
"872",2
"873",9
"874",10
"875",6
"876",10
"877",8
"878",9
"879",1
"880",9
"881",9
"882",6
"883",8
"884",10
"885",2
"886",3
"887",8
"888",2
"889",10
"890",8
"891",1
"892",1
"893",10
"894",6
"895",8
"896",6
"897",9
"898",5
"899",5
"900",10
"901",9
"902",5
"903",1
"904",9
"905",9
"906",8
"907",10
"908",5
"909",9
"910",5
"911",6
"912",5
"913",9
"914",1
"915",1
"916",10
"917",10
"918",9
"919",10
"920",1
"921",1
"922",10
"923",10
"924",6
"925",10
"926",8
"927",1
"928",9
"929",10
"930",9
"931",5
"932",10
"933",9
"934",2
"935",5
"936",6
"937",8
"938",1
"939",5
"940",1
"941",1
"942",8
"943",10
"944",2
"945",1
"946",6
"947",10
"948",1
"949",1
"950",6
"951",5
"952",8
"953",8
"954",1
"955",6
"956",7
"957",6
"958",8
"959",1
"960",10
"961",1
"962",9
"963",8
"964",7
"965",10
"966",6
"967",1
"968",6
"969",10
"970",2
"971",6
"972",1
"973",5
"974",5
"975",9
"976",10
"977",1
"978",1
"979",9
"980",1
"981",10
"982",9
"983",6
"984",2
"985",10
"986",10
"987",1
"988",6
"989",1
"990",9
"991",6
"992",2
"993",2
"994",1
"995",9
"996",1
"997",6
"998",9
"999",1
"1000",9
"1001",1
"1002",8
"1003",8
"1004",10
"1005",9
"1006",9
"1007",9
"1008",10
"1009",6
"1010",1
"1011",10
"1012",1
"1013",1
"1014",10
"1015",9
"1016",9
"1017",2
"1018",7
"1019",10
"1020",10
"1021",8
"1022",5
"1023",6
"1024",6
"1025",10
"1026",10
"1027",9
"1028",5
"1029",1
"1030",10
"1031",5
"1032",8
"1033",5
"1034",10
"1035",5
"1036",6
"1037",10
"1038",6
"1039",2
"1040",7
"1041",1
"1042",5
"1043",6
"1044",10
"1045",5
"1046",1
"1047",2
"1048",5
"1049",10
"1050",1
"1051",6
"1052",7
"1053",8
"1054",2
"1055",1
"1056",6
"1057",2
"1058",2
"1059",2
"1060",1
"1061",10
"1062",8
"1063",2
"1064",10
"1065",8
"1066",5
"1067",1
"1068",8
"1069",9
"1070",6
"1071",6
"1072",9
"1073",5
"1074",1
"1075",8
"1076",1
"1077",1
"1078",10
"1079",1
"1080",6
"1081",9
"1082",8
"1083",10
"1084",2
"1085",2
"1086",6
"1087",1
"1088",6
"1089",8
"1090",1
"1091",1
"1092",5
"1093",8
"1094",7
"1095",9
"1096",2
"1097",10
"1098",5
"1099",9
"1100",10
"1101",10
"1102",9
"1103",10
"1104",6
"1105",6
"1106",5
"1107",1
"1108",5
"1109",1
"1110",9
"1111",6
"1112",5
"1113",5
"1114",7
"1115",5
"1116",8
"1117",10
"1118",5
"1119",6
"1120",5
"1121",1
"1122",6
"1123",6
"1124",6
"1125",8
"1126",10
"1127",6
"1128",6
"1129",10
"1130",6
"1131",6
"1132",1
"1133",8
"1134",8
"1135",1
"1136",2
"1137",6
"1138",1
"1139",6
"1140",2
"1141",1
"1142",6
"1143",10
"1144",5
"1145",1
"1146",10
"1147",1
"1148",6
"1149",6
"1150",9
"1151",1
"1152",8
"1153",1
"1154",5
"1155",6
"1156",10
"1157",6
"1158",1
"1159",10
"1160",1
"1161",5
"1162",9
"1163",1
"1164",1
"1165",10
"1166",6
"1167",8
"1168",10
"1169",10
"1170",9
"1171",10
"1172",2
"1173",10
"1174",8
"1175",2
"1176",1
"1177",6
"1178",6
"1179",10
"1180",6
"1181",5
"1182",1
"1183",5
"1184",6
"1185",10
"1186",8
"1187",5
"1188",6
"1189",9
"1190",1
"1191",6
"1192",1
"1193",7
"1194",5
"1195",5
"1196",8
"1197",10
"1198",6
"1199",2
"1200",6
"1201",10
"1202",8
"1203",6
"1204",10
"1205",10
"1206",6
"1207",5
"1208",1
"1209",5
"1210",1
"1211",5
"1212",10
"1213",1
"1214",10
"1215",2
"1216",2
"1217",10
"1218",8
"1219",10
"1220",5
"1221",10
"1222",9
"1223",8
"1224",9
"1225",1
"1226",2
"1227",1
"1228",1
"1229",9
"1230",10
"1231",8
"1232",3
"1233",10
"1234",10
"1235",1
"1236",2
"1237",10
"1238",10
"1239",1
"1240",6
"1241",6
"1242",2
"1243",6
"1244",6
"1245",10
"1246",8
"1247",9
"1248",6
"1249",10
"1250",5
"1251",1
"1252",1
"1253",1
"1254",8
"1255",10
"1256",8
"1257",1
"1258",10
"1259",1
"1260",9
"1261",8
"1262",5
"1263",3
"1264",6
"1265",6
"1266",6
"1267",8
"1268",10
"1269",8
"1270",8
"1271",8
"1272",1
"1273",8
"1274",6
"1275",2
"1276",10
"1277",10
"1278",9
"1279",10
"1280",10
"1281",8
"1282",1
"1283",8
"1284",9
"1285",10
"1286",8
"1287",10
"1288",1
"1289",8
"1290",1
"1291",10
"1292",9
"1293",6
"1294",2
"1295",6
"1296",8
"1297",1
"1298",1
"1299",1
"1300",10
"1301",8
"1302",6
"1303",6
"1304",2
"1305",10
"1306",10
"1307",1
"1308",6
"1309",10
"1310",6
"1311",10
"1312",8
"1313",9
"1314",10
"1315",9
"1316",8
"1317",8
"1318",2
"1319",5
"1320",10
"1321",9
"1322",10
"1323",10
"1324",1
"1325",10
"1326",2
"1327",10
"1328",8
"1329",9
"1330",5
"1331",5
"1332",8
"1333",1
"1334",10
"1335",6
"1336",10
"1337",10
"1338",1
"1339",10
"1340",5
"1341",6
"1342",9
"1343",6
"1344",5
"1345",2
"1346",8
"1347",5
"1348",9
"1349",1
"1350",9
"1351",1
"1352",3
"1353",6
"1354",6
"1355",1
"1356",1
"1357",6
"1358",8
"1359",10
"1360",1
"1361",10
"1362",5
"1363",6
"1364",1
"1365",10
"1366",6
"1367",5
"1368",1
"1369",1
"1370",6
"1371",9
"1372",1
"1373",6
"1374",5
"1375",10
"1376",6
"1377",1
"1378",9
"1379",8
"1380",8
"1381",1
"1382",9
"1383",1
"1384",10
"1385",1
"1386",10
"1387",6
"1388",2
"1389",5
"1390",10
"1391",6
"1392",9
"1393",8
"1394",6
"1395",6
"1396",5
"1397",1
"1398",8
"1399",8
"1400",5
"1401",1
"1402",5
"1403",10
"1404",1
"1405",6
"1406",9
"1407",10
"1408",9
"1409",1
"1410",5
"1411",1
"1412",6
"1413",6
"1414",5
"1415",1
"1416",8
"1417",5
"1418",7
"1419",9
"1420",1
"1421",2
"1422",10
"1423",6
"1424",1
"1425",1
"1426",9
"1427",6
"1428",10
"1429",1
"1430",1
"1431",6
"1432",8
"1433",10
"1434",1
"1435",6
"1436",1
"1437",2
"1438",8
"1439",6
"1440",10
"1441",8
"1442",6
"1443",8
"1444",6
"1445",5
"1446",10
"1447",6
"1448",6
"1449",5
"1450",3
"1451",8
"1452",10
"1453",10
"1454",10
"1455",8
"1456",1
"1457",9
"1458",1
"1459",8
"1460",6
"1461",5
"1462",8
"1463",1
"1464",9
"1465",10
"1466",6
"1467",1
"1468",6
"1469",1
"1470",9
"1471",1
"1472",2
"1473",10
"1474",8
"1475",1
"1476",8
"1477",10
"1478",6
"1479",1
"1480",3
"1481",1
"1482",1
"1483",5
"1484",5
"1485",5
"1486",9
"1487",1
"1488",10
"1489",9
"1490",8
"1491",6
"1492",9
"1493",1
"1494",10
"1495",10
"1496",1
"1497",1
"1498",7
"1499",9
"1500",8
"1501",10
"1502",9
"1503",6
"1504",10
"1505",10
"1506",6
"1507",10
"1508",1
"1509",1
"1510",6
"1511",1
"1512",10
"1513",1
"1514",10
"1515",9
"1516",6
"1517",5
"1518",6
"1519",1
"1520",7
"1521",8
"1522",9
"1523",5
"1524",6
"1525",1
"1526",1
"1527",2
"1528",8
"1529",6
"1530",8
"1531",10
"1532",2
"1533",1
"1534",2
"1535",1
"1536",1
"1537",6
"1538",6
"1539",1
"1540",1
"1541",9
"1542",8
"1543",1
"1544",10
"1545",3
"1546",2
"1547",10
"1548",1
"1549",1
"1550",8
"1551",8
"1552",5
"1553",1
"1554",2
"1555",10
"1556",9
"1557",6
"1558",5
"1559",6
"1560",10
"1561",10
"1562",5
"1563",9
"1564",6
"1565",6
"1566",4
"1567",10
"1568",8
"1569",6
"1570",1
"1571",1
"1572",10
"1573",5
"1574",7
"1575",5
"1576",6
"1577",6
"1578",8
"1579",8
"1580",8
"1581",1
"1582",9
"1583",3
"1584",5
"1585",8
"1586",1
"1587",5
"1588",10
"1589",10
"1590",9
"1591",1
"1592",9
"1593",6
"1594",1
"1595",5
"1596",10
"1597",5
"1598",1
"1599",10
"1600",1
"1601",5
"1602",1
"1603",1
"1604",10
"1605",10
"1606",2
"1607",5
"1608",5
"1609",10
"1610",9
"1611",5
"1612",6
"1613",6
"1614",5
"1615",1
"1616",1
"1617",6
"1618",5
"1619",1
"1620",1
"1621",2
"1622",9
"1623",1
"1624",9
"1625",5
"1626",6
"1627",8
"1628",7
"1629",8
"1630",10
"1631",6
"1632",10
"1633",10
"1634",1
"1635",10
"1636",9
"1637",10
"1638",3
"1639",6
"1640",6
"1641",2
"1642",5
"1643",10
"1644",1
"1645",1
"1646",6
"1647",1
"1648",10
"1649",1
"1650",8
"1651",9
"1652",1
"1653",6
"1654",10
"1655",10
"1656",5
"1657",9
"1658",1
"1659",2
"1660",10
"1661",2
"1662",2
"1663",2
"1664",2
"1665",2
"1666",2
"1667",2
"1668",10
"1669",10
"1670",1
"1671",9
"1672",1
"1673",2
"1674",1
"1675",1
"1676",8
"1677",5
"1678",8
"1679",1
"1680",8
"1681",5
"1682",10
"1683",7
"1684",1
"1685",1
"1686",6
"1687",10
"1688",1
"1689",1
"1690",5
"1691",1
"1692",1
"1693",5
"1694",6
"1695",1
"1696",5
"1697",5
"1698",5
"1699",5
"1700",8
"1701",5
"1702",6
"1703",5
"1704",5
"1705",1
"1706",9
"1707",5
"1708",9
"1709",1
"1710",10
"1711",1
"1712",5
"1713",8
"1714",1
"1715",6
"1716",8
"1717",8
"1718",10
"1719",5
"1720",1
"1721",6
"1722",8
"1723",9
"1724",8
"1725",9
"1726",8
"1727",10
"1728",5
"1729",6
"1730",6
"1731",5
"1732",1
"1733",1
"1734",8
"1735",5
"1736",8
"1737",1
"1738",9
"1739",1
"1740",6
"1741",1
"1742",6
"1743",4
"1744",1
"1745",8
"1746",6
"1747",5
"1748",1
"1749",5
"1750",5
"1751",1
"1752",10
"1753",2
"1754",10
"1755",6
"1756",1
"1757",5
"1758",8
"1759",2
"1760",9
"1761",6
"1762",5
"1763",6
"1764",10
"1765",10
"1766",1
"1767",9
"1768",5
"1769",6
"1770",9
"1771",10
"1772",1
"1773",1
"1774",6
"1775",5
"1776",10
"1777",5
"1778",9
"1779",1
"1780",8
"1781",9
"1782",8
"1783",5
"1784",9
"1785",6
"1786",5
"1787",8
"1788",1
"1789",5
"1790",8
"1791",6
"1792",8
"1793",6
"1794",1
"1795",1
"1796",1
"1797",9
"1798",5
"1799",10
"1800",6
"1801",10
"1802",1
"1803",10
"1804",10
"1805",8
"1806",6
"1807",1
"1808",9
"1809",1
"1810",5
"1811",9
"1812",9
"1813",8
"1814",8
"1815",6
"1816",5
"1817",6
"1818",1
"1819",10
"1820",1
"1821",6
"1822",1
"1823",6
"1824",9
"1825",1
"1826",5
"1827",7
"1828",1
"1829",6
"1830",1
"1831",9
"1832",5
"1833",6
"1834",1
"1835",1
"1836",10
"1837",8
"1838",10
"1839",10
"1840",6
"1841",5
"1842",10
"1843",1
"1844",9
"1845",8
"1846",6
"1847",6
"1848",2
"1849",9
"1850",10
"1851",6
"1852",5
"1853",6
"1854",10
"1855",1
"1856",9
"1857",9
"1858",8
"1859",2
"1860",1
"1861",5
"1862",5
"1863",3
"1864",6
"1865",2
"1866",1
"1867",6
"1868",10
"1869",1
"1870",5
"1871",3
"1872",6
"1873",5
"1874",10
"1875",1
"1876",1
"1877",1
"1878",6
"1879",8
"1880",1
"1881",9
"1882",9
"1883",10
"1884",9
"1885",9
"1886",10
"1887",10
"1888",5
"1889",10
"1890",8
"1891",1
"1892",8
"1893",1
"1894",8
"1895",6
"1896",10
"1897",10
"1898",9
"1899",7
"1900",10
"1901",8
"1902",10
"1903",8
"1904",1
"1905",8
"1906",9
"1907",5
"1908",5
"1909",9
"1910",1
"1911",3
"1912",10
"1913",6
"1914",5
"1915",6
"1916",1
"1917",5
"1918",5
"1919",6
"1920",6
"1921",6
"1922",1
"1923",7
"1924",9
"1925",1
"1926",10
"1927",10
"1928",6
"1929",1
"1930",5
"1931",6
"1932",6
"1933",7
"1934",10
"1935",6
"1936",5
"1937",9
"1938",8
"1939",6
"1940",5
"1941",9
"1942",2
"1943",5
"1944",6
"1945",1
"1946",10
"1947",10
"1948",10
"1949",10
"1950",6
"1951",5
"1952",5
"1953",6
"1954",6
"1955",10
"1956",1
"1957",1
"1958",1
"1959",6
"1960",10
"1961",1
"1962",6
"1963",10
"1964",1
"1965",10
"1966",1
"1967",5
"1968",10
"1969",10
"1970",6
"1971",6
"1972",10
"1973",5
"1974",10
"1975",9
"1976",8
"1977",5
"1978",5
"1979",6
"1980",6
"1981",1
"1982",9
"1983",6
"1984",9
"1985",8
"1986",10
"1987",6
"1988",6
"1989",2
"1990",9
"1991",5
"1992",5
"1993",1
"1994",9
"1995",6
"1996",2
"1997",1
"1998",1
"1999",8
"2000",5
"2001",9
"2002",5
"2003",10
"2004",5
"2005",2
"2006",10
"2007",1
"2008",2
"2009",10
"2010",1
"2011",1
"2012",10
"2013",10
"2014",10
"2015",6
"2016",8
"2017",5
"2018",8
"2019",6
"2020",5
"2021",10
"2022",6
"2023",6
"2024",10
"2025",8
"2026",6
"2027",1
"2028",9
"2029",7
"2030",9
"2031",5
"2032",5
"2033",6
"2034",10
"2035",10
"2036",1
"2037",6
"2038",8
"2039",6
"2040",5
"2041",5
"2042",1
"2043",10
"2044",6
"2045",1
"2046",8
"2047",6
"2048",6
"2049",1
"2050",10
"2051",5
"2052",10
"2053",10
"2054",8
"2055",2
"2056",5
"2057",8
"2058",10
"2059",8
"2060",6
"2061",10
"2062",8
"2063",5
"2064",5
"2065",8
"2066",6
"2067",6
"2068",10
"2069",6
"2070",10
"2071",6
"2072",10
"2073",6
"2074",7
"2075",5
"2076",1
"2077",5
"2078",1
"2079",5
"2080",10
"2081",1
"2082",5
"2083",6
"2084",1
"2085",3
"2086",6
"2087",10
"2088",8
"2089",1
"2090",1
"2091",6
"2092",10
"2093",8
"2094",5
"2095",1
"2096",9
"2097",10
"2098",6
"2099",10
"2100",10
"2101",1
"2102",2
"2103",1
"2104",1
"2105",9
"2106",6
"2107",8
"2108",6
"2109",10
"2110",1
"2111",9
"2112",2
"2113",1
"2114",9
"2115",5
"2116",10
"2117",9
"2118",1
"2119",10
"2120",1
"2121",10
"2122",6
"2123",6
"2124",10
"2125",1
"2126",8
"2127",6
"2128",10
"2129",8
"2130",1
"2131",5
"2132",10
"2133",10
"2134",1
"2135",5
"2136",6
"2137",10
"2138",6
"2139",5
"2140",5
"2141",6
"2142",6
"2143",10
"2144",5
"2145",2
"2146",6
"2147",1
"2148",2
"2149",1
"2150",1
"2151",6
"2152",6
"2153",2
"2154",10
"2155",9
"2156",10
"2157",10
"2158",8
"2159",10
"2160",1
"2161",6
"2162",5
"2163",1
"2164",5
"2165",1
"2166",5
"2167",6
"2168",6
"2169",10
"2170",1
"2171",10
"2172",5
"2173",10
"2174",8
"2175",10
"2176",8
"2177",8
"2178",1
"2179",10
"2180",1
"2181",2
"2182",1
"2183",10
"2184",6
"2185",1
"2186",5
"2187",8
"2188",10
"2189",6
"2190",10
"2191",5
"2192",7
"2193",6
"2194",1
"2195",5
"2196",1
"2197",1
"2198",2
"2199",5
"2200",10
"2201",10
"2202",2
"2203",1
"2204",8
"2205",10
"2206",8
"2207",6
"2208",9
"2209",10
"2210",8
"2211",5
"2212",1
"2213",1
"2214",6
"2215",2
"2216",10
"2217",8
"2218",1
"2219",7
"2220",10
"2221",10
"2222",10
"2223",2
"2224",6
"2225",10
"2226",1
"2227",8
"2228",8
"2229",1
"2230",8
"2231",10
"2232",2
"2233",6
"2234",7
"2235",1
"2236",9
"2237",5
"2238",6
"2239",1
"2240",5
"2241",6
"2242",1
"2243",6
"2244",5
"2245",10
"2246",1
"2247",8
"2248",10
"2249",5
"2250",1
"2251",2
"2252",1
"2253",6
"2254",2
"2255",2
"2256",8
"2257",1
"2258",1
"2259",1
"2260",8
"2261",5
"2262",5
"2263",10
"2264",6
"2265",1
"2266",2
"2267",9
"2268",6
"2269",1
"2270",10
"2271",10
"2272",1
"2273",1
"2274",1
"2275",10
"2276",1
"2277",6
"2278",6
"2279",1
"2280",4
"2281",7
"2282",1
"2283",9
"2284",9
"2285",2
"2286",5
"2287",10
"2288",2
"2289",1
"2290",10
"2291",10
"2292",1
"2293",5
"2294",5
"2295",9
"2296",1
"2297",5
"2298",5
"2299",6
"2300",9
"2301",1
"2302",5
"2303",6
"2304",10
"2305",6
"2306",8
"2307",8
"2308",9
"2309",9
"2310",5
"2311",1
"2312",8
"2313",8
"2314",10
"2315",1
"2316",1
"2317",5
"2318",9
"2319",5
"2320",5
"2321",1
"2322",6
"2323",6
"2324",1
"2325",10
"2326",1
"2327",1
"2328",10
"2329",1
"2330",1
"2331",8
"2332",10
"2333",1
"2334",8
"2335",1
"2336",10
"2337",10
"2338",1
"2339",6
"2340",6
"2341",1
"2342",6
"2343",10
"2344",2
"2345",10
"2346",10
"2347",10
"2348",1
"2349",2
"2350",1
"2351",1
"2352",10
"2353",8
"2354",6
"2355",1
"2356",1
"2357",10
"2358",9
"2359",1
"2360",1
"2361",10
"2362",10
"2363",5
"2364",10
"2365",1
"2366",1
"2367",10
"2368",10
"2369",5
"2370",1
"2371",6
"2372",6
"2373",5
"2374",10
"2375",6
"2376",1
"2377",8
"2378",6
"2379",6
"2380",10
"2381",9
"2382",6
"2383",6
"2384",6
"2385",5
"2386",7
"2387",10
"2388",1
"2389",10
"2390",2
"2391",1
"2392",9
"2393",10
"2394",1
"2395",10
"2396",6
"2397",10
"2398",5
"2399",10
"2400",8
"2401",8
"2402",5
"2403",9
"2404",10
"2405",5
"2406",6
"2407",1
"2408",6
"2409",8
"2410",2
"2411",10
"2412",6
"2413",9
"2414",9
"2415",6
"2416",10
"2417",1
"2418",5
"2419",8
"2420",3
"2421",6
"2422",7
"2423",10
"2424",1
"2425",6
"2426",6
"2427",1
"2428",10
"2429",10
"2430",5
"2431",10
"2432",6
"2433",10
"2434",10
"2435",2
"2436",1
"2437",10
"2438",10
"2439",5
"2440",6
"2441",1
"2442",10
"2443",1
"2444",2
"2445",5
"2446",10
"2447",5
"2448",8
"2449",10
"2450",1
"2451",1
"2452",2
"2453",6
"2454",5
"2455",1
"2456",5
"2457",10
"2458",1
"2459",1
"2460",5
"2461",8
