"","x"
"1",2
"2",1
"3",2
"4",2
"5",1
"6",1
"7",4
"8",10
"9",1
"10",7
"11",4
"12",5
"13",1
"14",1
"15",1
"16",1
"17",7
"18",1
"19",4
"20",4
"21",7
"22",3
"23",3
"24",3
"25",1
"26",1
"27",7
"28",1
"29",1
"30",1
"31",7
"32",7
"33",5
"34",7
"35",1
"36",5
"37",5
"38",4
"39",7
"40",1
"41",3
"42",6
"43",3
"44",3
"45",5
"46",7
"47",3
"48",1
"49",2
"50",7
"51",2
"52",3
"53",3
"54",4
"55",3
"56",7
"57",5
"58",5
"59",7
"60",1
"61",2
"62",4
"63",4
"64",7
"65",1
"66",1
"67",5
"68",1
"69",5
"70",5
"71",7
"72",1
"73",6
"74",7
"75",1
"76",1
"77",4
"78",7
"79",1
"80",1
"81",3
"82",1
"83",5
"84",7
"85",5
"86",7
"87",5
"88",1
"89",3
"90",7
"91",5
"92",3
"93",5
"94",4
"95",7
"96",5
"97",3
"98",4
"99",6
"100",1
"101",5
"102",7
"103",3
"104",1
"105",2
"106",2
"107",4
"108",1
"109",4
"110",4
"111",3
"112",4
"113",7
"114",2
"115",4
"116",1
"117",7
"118",7
"119",2
"120",7
"121",7
"122",3
"123",5
"124",7
"125",3
"126",6
"127",2
"128",4
"129",7
"130",3
"131",7
"132",5
"133",1
"134",1
"135",2
"136",7
"137",5
"138",4
"139",7
"140",2
"141",1
"142",5
"143",5
"144",7
"145",7
"146",1
"147",1
"148",5
"149",7
"150",1
"151",1
"152",4
"153",3
"154",5
"155",5
"156",7
"157",7
"158",4
"159",2
"160",7
"161",3
"162",4
"163",4
"164",6
"165",7
"166",6
"167",7
"168",7
"169",3
"170",3
"171",2
"172",5
"173",4
"174",3
"175",5
"176",1
"177",7
"178",1
"179",1
"180",6
"181",7
"182",7
"183",4
"184",4
"185",7
"186",1
"187",1
"188",2
"189",4
"190",4
"191",3
"192",3
"193",1
"194",7
"195",2
"196",3
"197",7
"198",2
"199",6
"200",1
"201",7
"202",4
"203",7
"204",4
"205",5
"206",4
"207",1
"208",7
"209",7
"210",7
"211",5
"212",1
"213",1
"214",5
"215",1
"216",3
"217",4
"218",5
"219",7
"220",4
"221",4
"222",3
"223",5
"224",2
"225",1
"226",1
"227",1
"228",5
"229",7
"230",3
"231",5
"232",5
"233",5
"234",1
"235",7
"236",7
"237",6
"238",7
"239",7
"240",7
"241",1
"242",7
"243",7
"244",3
"245",1
"246",5
"247",5
"248",5
"249",7
"250",4
"251",4
"252",3
"253",4
"254",1
"255",5
"256",4
"257",7
"258",1
"259",4
"260",7
"261",1
"262",3
"263",1
"264",3
"265",2
"266",4
"267",1
"268",5
"269",4
"270",4
"271",3
"272",3
"273",1
"274",4
"275",4
"276",1
"277",4
"278",7
"279",7
"280",6
"281",7
"282",4
"283",1
"284",1
"285",1
"286",2
"287",3
"288",5
"289",1
"290",4
"291",4
"292",7
"293",7
"294",1
"295",5
"296",5
"297",4
"298",7
"299",1
"300",1
"301",4
"302",3
"303",3
"304",1
"305",1
"306",7
"307",5
"308",5
"309",3
"310",1
"311",5
"312",3
"313",3
"314",1
"315",3
"316",3
"317",1
"318",5
"319",7
"320",7
"321",4
"322",3
"323",6
"324",1
"325",4
"326",2
"327",5
"328",7
"329",7
"330",2
"331",2
"332",4
"333",4
"334",2
"335",5
"336",1
"337",1
"338",1
"339",6
"340",2
"341",1
"342",1
"343",4
"344",1
"345",2
"346",3
"347",1
"348",4
"349",1
"350",5
"351",5
"352",3
"353",1
"354",1
"355",4
"356",7
"357",5
"358",1
"359",2
"360",3
"361",7
"362",5
"363",4
"364",7
"365",7
"366",3
"367",1
"368",2
"369",7
"370",5
"371",4
"372",4
"373",3
"374",7
"375",5
"376",7
"377",3
"378",1
"379",1
"380",7
"381",5
"382",5
"383",4
"384",2
"385",1
"386",5
"387",1
"388",1
"389",1
"390",7
"391",7
"392",5
"393",7
"394",7
"395",1
"396",5
"397",4
"398",1
"399",7
"400",7
"401",1
"402",2
"403",5
"404",1
"405",7
"406",2
"407",1
"408",5
"409",1
"410",1
"411",7
"412",4
"413",3
"414",1
"415",1
"416",3
"417",4
"418",5
"419",1
"420",7
"421",1
"422",1
"423",7
"424",7
"425",3
"426",3
"427",5
"428",2
"429",1
"430",5
"431",3
"432",3
"433",7
"434",4
"435",7
"436",4
"437",3
"438",3
"439",5
"440",3
"441",5
"442",1
"443",2
"444",4
"445",1
"446",2
"447",7
"448",4
"449",2
"450",2
"451",1
"452",1
"453",1
"454",1
"455",1
"456",1
"457",2
"458",1
"459",7
"460",4
"461",3
"462",1
"463",2
"464",5
"465",3
"466",6
"467",7
"468",7
"469",4
"470",1
"471",3
"472",1
"473",4
"474",1
"475",1
"476",5
"477",4
"478",1
"479",5
"480",1
"481",1
"482",1
"483",3
"484",1
"485",5
"486",5
"487",5
"488",7
"489",7
"490",1
"491",4
"492",4
"493",4
"494",7
"495",1
"496",1
"497",4
"498",3
"499",7
"500",4
"501",1
"502",6
"503",1
"504",1
"505",5
"506",7
"507",7
"508",1
"509",3
"510",1
"511",1
"512",1
"513",1
"514",1
"515",7
"516",4
"517",7
"518",5
"519",7
"520",5
"521",1
"522",4
"523",3
"524",4
"525",4
"526",4
"527",3
"528",7
"529",1
"530",7
"531",1
"532",2
"533",1
"534",5
"535",1
"536",4
"537",4
"538",7
"539",3
"540",1
"541",7
"542",7
"543",2
"544",7
"545",7
"546",3
"547",5
"548",2
"549",7
"550",1
"551",7
"552",7
"553",5
"554",3
"555",5
"556",4
"557",7
"558",7
"559",3
"560",5
"561",4
"562",7
"563",5
"564",3
"565",7
"566",1
"567",7
"568",7
"569",5
"570",4
"571",3
"572",1
"573",5
"574",5
"575",1
"576",5
"577",5
"578",2
"579",4
"580",4
"581",7
"582",7
"583",7
"584",3
"585",5
"586",5
"587",7
"588",7
"589",4
"590",1
"591",1
"592",4
"593",5
"594",4
"595",6
"596",4
"597",7
"598",3
"599",4
"600",4
"601",3
"602",1
"603",4
"604",4
"605",3
"606",7
"607",4
"608",7
"609",1
"610",5
"611",1
"612",2
"613",4
"614",2
"615",7
"616",7
"617",1
"618",1
"619",4
"620",7
"621",3
"622",4
"623",1
"624",4
"625",7
"626",2
"627",7
"628",5
"629",7
"630",7
"631",4
"632",7
"633",5
"634",1
"635",7
"636",1
"637",1
"638",4
"639",2
"640",1
"641",1
"642",7
"643",5
"644",7
"645",3
"646",1
"647",5
"648",3
"649",3
"650",4
"651",2
"652",7
"653",3
"654",7
"655",5
"656",7
"657",7
"658",4
"659",4
"660",7
"661",7
"662",5
"663",5
"664",7
"665",7
"666",3
"667",1
"668",4
"669",3
"670",2
"671",1
"672",4
"673",7
"674",2
"675",3
"676",5
"677",3
"678",1
"679",1
"680",1
"681",7
"682",7
"683",3
"684",5
"685",3
"686",5
"687",4
"688",4
"689",5
"690",4
"691",1
"692",7
"693",7
"694",4
"695",4
"696",2
"697",1
"698",7
"699",5
"700",4
"701",7
"702",2
"703",4
"704",7
"705",7
"706",7
"707",4
"708",3
"709",7
"710",3
"711",1
"712",4
"713",7
"714",1
"715",4
"716",7
"717",7
"718",7
"719",7
"720",3
"721",7
"722",5
"723",7
"724",1
"725",4
"726",1
"727",1
"728",2
"729",4
"730",7
"731",7
"732",6
"733",5
"734",7
"735",7
"736",3
"737",1
"738",3
"739",4
"740",4
"741",3
"742",10
"743",4
"744",3
"745",7
"746",5
"747",7
"748",1
"749",3
"750",4
"751",3
"752",1
"753",5
"754",4
"755",5
"756",4
"757",3
"758",1
"759",3
"760",2
"761",3
"762",2
"763",3
"764",3
"765",7
"766",5
"767",1
"768",3
"769",1
"770",4
"771",1
"772",5
"773",7
"774",3
"775",1
"776",1
"777",3
"778",1
"779",1
"780",1
"781",1
"782",2
"783",4
"784",1
"785",2
"786",1
"787",5
"788",4
"789",7
"790",7
"791",2
"792",7
"793",4
"794",4
"795",7
"796",3
"797",5
"798",5
"799",1
"800",7
"801",4
"802",2
"803",1
"804",4
"805",4
"806",3
"807",2
"808",2
"809",4
"810",7
"811",4
"812",7
"813",4
"814",4
"815",1
"816",3
"817",1
"818",7
"819",5
"820",4
"821",4
"822",1
"823",5
"824",1
"825",3
"826",3
"827",3
"828",1
"829",4
"830",4
"831",3
"832",7
"833",7
"834",7
"835",3
"836",1
"837",3
"838",3
"839",7
"840",1
"841",5
"842",1
"843",2
"844",5
"845",4
"846",5
"847",5
"848",5
"849",4
"850",2
"851",1
"852",1
"853",5
"854",7
"855",3
"856",3
"857",7
"858",7
"859",3
"860",6
"861",5
"862",7
"863",3
"864",4
"865",4
"866",1
"867",4
"868",5
"869",7
"870",2
"871",4
"872",1
"873",3
"874",7
"875",7
"876",7
"877",1
"878",5
"879",3
"880",1
"881",4
"882",7
