"group","comparison","estimate","CI_lower","CI_upper","p_value","n_yes_group","n_no_group","n_yes_other","n_no_other","p_fdr"
"85_10","85_other",1.07482636778524,0.886042005694777,1.29617713656354,0.438195038386542,139,954,1542,11375,0.855014709046912
"85_03","85_other",0.998003930077178,0.835275643772217,1.18668640336528,1,164,1205,1517,11124,1
"85_01","85_other",1.01122257951188,0.85110781860728,1.19611493734355,0.898241138263518,176,1278,1505,11051,1
"85_08","85_other",0.982013376548004,0.823238983903809,1.16586551637226,0.862915349055387,167,1245,1514,11084,1
"85_05","85_other",1.09855851509282,0.899729973788007,1.332895640211,0.338197938171567,130,874,1551,11455,0.758574814590431
"85_07","85_other",0.970740093058214,0.814625700429513,1.15130037828422,0.764604607687721,169,1273,1512,11056,1
"85_11","85_other",1.11936165659789,0.945784324590247,1.3193106277832,0.182586107003177,187,1240,1494,11089,0.592171157848142
"90_07","90_other",0.945946600871841,0.776812174493584,1.14465344149249,0.602099366828483,131,1066,1518,11685,0.956979126085007
"90_01","90_other",1.16578195218055,0.970107457394065,1.39386594520207,0.0969368889259495,155,1042,1494,11709,0.462076000455374
"90_10","90_other",0.989181223115696,0.820560433886791,1.18587787488049,0.963512103854752,147,1148,1502,11603,1
"90_09","90_other",0.761604985771298,0.632999161773002,0.911129331387954,0.0023422543550797,147,1452,1502,11299,0.0863862523972689
"90_06","90_other",0.890353188221553,0.751947558757707,1.0496091913305,0.171386799580899,181,1551,1468,11200,0.57128933193633
"90_02","90_other",1.00266338008847,0.846467754044879,1.18259057391793,0.966668430286065,182,1404,1467,11347,1
"90_08","90_other",1.10076150609551,0.897100528952531,1.34155158567146,0.326900458020138,123,870,1526,11881,0.750574639495496
"90_03","90_other",1.15514258175474,0.943944122088507,1.4046081772992,0.146814555001978,127,859,1522,11892,0.525902883589175
"90_11","90_other",1.0625859118315,0.901375698194862,1.24770497850197,0.456517944763153,195,1429,1454,11322,0.866202016761826
"90_05","90_other",1.0188120165792,0.828954936551602,1.24344785437485,0.839257308129385,120,912,1529,11839,1
"90_04","90_other",1.07766684404088,0.88989932025903,1.29743430913269,0.413870096236907,141,1018,1508,11733,0.843113167892505
"95_09","95_other",0.792274687594505,0.667370562920598,0.936332707918274,0.0056483656694149,176,1843,1212,10055,0.101190381495948
"95_06","95_other",1.26593796625053,0.990405955201185,1.60221255907812,0.0525765534294989,86,590,1302,11308,0.334471312109749
"95_01","95_other",1.10775464334956,0.948003808664771,1.29025988504806,0.190802499683882,226,1777,1162,10121,0.610567998988422
"95_11","95_other",0.990479629343647,0.824781736619199,1.18337670756891,0.964200755187796,155,1340,1233,10558,1
"95_07","95_other",0.51037303899539,0.134928846470035,1.37191806337296,0.241710045790656,4,67,1384,11831,0.688368074348333
"95_02","95_other",1.02893453983406,0.861807931827902,1.22265725165527,0.724939164453019,167,1396,1221,10502,1
"95_05","95_other",0.997740767786834,0.862233682317351,1.1515710972707,1,262,2250,1126,9648,1
"95_10","95_other",1.00283072235246,0.66500307128054,1.46525304343952,1,31,265,1357,11633,1
"95_03","95_other",0.989571000983983,0.811287947353966,1.19937837599196,0.961324589503241,130,1125,1258,10773,1
"95_08","95_other",1.17756701228933,0.880606526165861,1.55187652681142,0.236824196588893,61,447,1327,11451,0.684792857606437
"95_04","95_other",0.964466830538438,0.761036377135376,1.21045158836227,0.820245385244965,90,798,1298,11100,1
