"","x"
"1",1.87798592453909
"2",2.83360576993157
"3",3.6266864915374
"4",4.25622027854774
"5",4.78479930596516
"6",5.23568796675489
"7",5.59278830321696
"8",5.95156141685949
"9",6.22632921297273
"10",6.50998139004716
"11",6.71908307952699
"12",6.93603125349808
"13",7.1372181664148
"14",7.33748265189673
